TP2,TP3,H1,DV_pressure,Reservoirs,Oil_temperature,Motor_current,COMP,DV_eletric,Towers,MPG,Pressure_switch,Oil_level,Caudal_impulses,TP2_mean_30m,TP2_std_30m,TP2_mean_2h,TP2_std_2h,Motor_current_mean_30m,Motor_current_std_30m,Motor_current_mean_2h,Motor_current_std_2h,DV_pressure_mean_30m,DV_pressure_std_30m,DV_pressure_mean_2h,DV_pressure_std_2h,Oil_temperature_mean_30m,Oil_temperature_mean_2h,TP3_mean_30m,TP3_mean_2h,Reservoirs_mean_30m,Reservoirs_mean_2h,TP2_roc,Motor_current_roc,DV_pressure_roc,LPS_sum_30m,LPS_sum_2h,COMP_mean_30m,COMP_mean_2h,LPS_time_since,LPS
-0.009999999999998,8.954,8.94,-0.0199999999999995,8.956,64.25,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6609777777777786,2.4381002356905883,1.067994444444445,2.9967016713027714,2.1045833333333333,2.096431483517597,2.183194444444444,2.2026374269497775,-0.019555555555555267,0.000910658218199731,-0.013899999999999609,0.1109974551449377,65.25625,65.48416666666668,9.156744444444444,9.091755555555556,9.157844444444445,9.092358333333333,0.002000000000002399,0.0,0.0,0.0,0.0,0.9277777777777778,0.8833333333333333,3709,0.0
-0.0079999999999991,8.844,8.832,-0.0159999999999982,8.846,66.12499999999999,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3989333333333347,3.386759314557806,1.2758833333333341,3.2366084290001784,2.6135972222222223,2.190721309937354,2.332340277777778,2.2184690625309402,-0.016177777777776327,0.0008266209018361646,-0.012930555555554064,0.06750177999774062,69.00847222222222,68.28715277777778,9.076266666666667,9.105227777777777,9.077222222222222,9.106333333333334,0.0019999999999989002,0.0,0.002000000000002399,0.0,0.0,0.8444444444444444,0.8583333333333333,46448,0.0
-0.0139999999999993,8.632,8.618,-0.0199999999999995,8.634,61.85000000000001,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5856222222222227,2.2887482152466654,0.806038888888889,2.6571509936807876,1.6020694444444445,2.0890053169926883,1.8048298611111113,2.154220369513601,-0.019544444444444073,0.00247291971376375,-0.012394444444444066,0.19744084509695317,64.21458333333334,64.14520833333334,8.99541111111111,9.012688888888889,8.996666666666668,9.013294444444444,-0.0019999999999989002,0.0,0.0,0.0,0.0,0.9333333333333333,0.9097222222222222,1537,0.0
-0.009999999999998,8.458,8.446,-0.0139999999999993,8.46,63.55,0.04,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6738666666666682,2.4605690362429504,0.8595750000000011,2.743208184949065,1.4797638888888889,2.101393005283653,1.9223958333333337,2.207928222030727,-0.014777777777776628,0.0009777156100158999,-0.00999722222222122,0.1226358858285069,66.50055555555556,67.11170138888889,9.014522222222222,9.094133333333334,9.016311111111111,9.095675,0.0,0.0,0.0019999999999989002,0.0,0.0,0.9222222222222223,0.9041666666666667,3541,0.0
-0.0120000000000004,8.268,8.256,-0.0199999999999995,8.272,60.775000000000006,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6786777777777784,2.472763095356083,1.0068500000000002,2.939412532443855,1.4406111111111108,2.093815674734513,2.0441666666666665,2.25304576342769,-0.019244444444444335,0.0009950840393379116,-0.018613888888888885,0.011338554183704736,64.56486111111111,65.29107638888888,8.944944444444445,9.04411111111111,8.946,9.044755555555556,0.0,0.0,-0.001999999999998902,0.0,0.0,0.9222222222222223,0.8875,16718,0.0
-0.0120000000000004,9.662,9.648,-0.0199999999999995,9.662,68.65,3.7200000000000006,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.384833333333334,3.3398817151964892,1.3461527777777782,3.289117950845322,2.2783749999999996,2.2888802651877294,2.327545138888889,2.2646234814888255,-0.005811111111110644,0.18707423283487445,-0.003680555555555189,0.23883750252342428,65.46791666666667,65.18600694444444,8.889766666666667,8.982233333333333,8.89018888888889,8.982569444444445,0.0,0.0649999999999995,0.0019999999999988985,0.0,0.0,0.85,0.8472222222222222,10570,0.0
-0.0219999999999984,9.928,9.924,-0.0199999999999995,9.926,68.95,4.004999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.1948000000000003,3.1396273742527296,0.8836027777777777,2.7615807577362586,1.7730694444444444,2.301957416865275,1.7503506944444442,2.2106182324586907,0.008044444444445485,0.38884892187968906,-0.013861111111109934,0.1944816229992238,62.08611111111111,62.63892361111111,8.881733333333333,8.945944444444445,8.882044444444444,8.946183333333334,0.004000000000001402,-0.012500000000001066,0.0,0.0,0.0,0.8722222222222222,0.9027777777777778,8432,0.0
-0.0120000000000004,9.638,9.624,-0.0159999999999982,9.642,68.10000000000001,3.7250000000000014,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.390444444444445,3.390598579710575,1.0621638888888894,3.001966293182346,2.2732361111111112,2.290778448616079,1.9462395833333335,2.2106307273460124,-0.01665555555555452,0.0010101286275143926,-0.007969444444443913,0.1511279948632162,65.62555555555556,65.58687499999999,8.996266666666667,9.058991666666667,8.998099999999999,9.060597222222222,0.0,0.05500000000000149,0.002000000000002399,0.0,0.0,0.85,0.8833333333333333,41808,0.0
-0.0139999999999993,8.632,8.622,-0.0199999999999995,8.634,62.6,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4692888888888898,3.4339369436307408,1.2379638888888895,3.2081613751479017,2.943222222222222,2.077382113323188,2.3466354166666665,2.2303075553478218,-0.01963333333333296,0.001259156335984985,-0.019233333333332856,0.01918857448572502,68.22180555555556,65.85958333333333,9.154411111111111,9.073875000000001,9.154633333333333,9.073855555555555,0.0,0.0,0.0,0.0,0.0,0.8388888888888889,0.8625,5601,0.0
-0.009999999999998,9.488,9.474,-0.0199999999999995,9.486,66.475,3.6875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.426400000000001,3.348205665708699,1.2124138888888896,3.1609524560323803,2.5039583333333333,2.2350943713438256,2.3429340277777775,2.2080298664153095,0.01712222222222259,0.487594307228646,-0.009583333333333215,0.24414595545705567,66.62319444444444,66.06076388888889,9.0834,9.014083333333334,9.083222222222222,9.014461111111112,0.0,-0.022500000000000853,0.0,0.0,0.0,0.8444444444444444,0.8652777777777778,28772,0.0
-0.0120000000000004,8.16,8.146,-0.0199999999999995,8.164,63.825,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7073666666666677,2.497364093974288,1.2609805555555562,3.2433342979399162,2.626125,1.9449711023653908,2.4189756944444443,2.2087708432841793,-0.01971111111111075,0.0007658118899520822,-0.018441666666666242,0.038691956842649144,67.5340277777778,66.60211805555556,9.07948888888889,9.110277777777778,9.079777777777776,9.110366666666666,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.8625,17850,0.0
-0.0079999999999991,8.98,8.966,-0.0139999999999993,8.982,66.19999999999999,0.0375000000000005,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3822333333333345,3.323030637180155,1.1973194444444455,3.134855349443529,2.5789861111111114,2.1642640655282466,2.2582048611111114,2.187959456547253,0.014977777777779134,0.40436896083462665,-0.0002333333333321617,0.25703136947785765,70.20930555555555,69.01885416666666,9.143966666666667,9.076372222222222,9.144422222222222,9.077586111111112,0.0019999999999989002,-0.0024999999999995026,0.0019999999999989002,0.0,0.0,0.85,0.8680555555555556,11967,0.0
-0.009999999999998,9.236,9.224,-0.0180000000000006,9.236,66.575,0.0449999999999999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8120222222222228,2.6736820383053232,0.9973638888888894,2.9146178627810717,2.251138888888889,2.112839677530812,1.9594409722222221,2.1980458609257103,-0.01927777777777763,0.0009862492536429751,-0.019180555555555503,0.0010284734617963026,65.44777777777777,64.66729166666667,9.17128888888889,9.051127777777777,9.171211111111113,9.05161388888889,0.002000000000002399,0.0,0.0,0.0,0.0,0.9166666666666666,0.8916666666666667,32496,0.0
-0.0120000000000004,9.514,9.502,-0.0199999999999995,9.516,68.12499999999999,3.6999999999999993,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.129711111111112,3.0871696652063663,1.113377777777778,3.068369091347091,2.5572777777777778,2.1549370573850433,2.16546875,2.226437307651989,-0.016422222222222196,0.03497484419831924,-0.015769444444444565,0.06522938798339534,66.11263888888888,65.18354166666666,9.236922222222223,9.117722222222222,9.238266666666666,9.119105555555556,0.0,-0.02000000000000135,0.0,0.0,0.0,0.8666666666666667,0.8736111111111111,2906,0.0
-0.0139999999999993,8.44,8.428,-0.0199999999999995,8.442,61.825,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7418666666666675,2.6001833936169985,1.053555555555556,2.9932112213392186,1.375347222222222,2.0681546872338057,2.0025243055555557,2.215481658442048,-0.018900000000000035,0.0010415930199102724,-0.010111111111111239,0.16451886741186128,64.43569444444445,65.90663194444444,8.994033333333332,9.084577777777778,8.994455555555557,9.085072222222223,0.0,0.0,-0.001999999999998902,0.0,0.0,0.9166666666666666,0.8833333333333333,6723,0.0
-0.0120000000000004,8.706,8.694,-0.0219999999999984,8.708,59.275000000000006,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6727222222222226,2.478156485144005,1.5465305555555557,3.3794130114959815,1.585513888888889,2.081041680520331,2.608996527777778,2.2680032080655415,-0.021055555555554453,0.0010012406046318366,-0.010933333333332771,0.1760720424053819,60.63652777777778,63.48524305555556,9.057966666666667,8.967694444444446,9.0569,8.967136111111111,0.0,-0.0025000000000003977,0.0,0.0,33.0,0.9277777777777778,0.8138888888888889,223,0.0
-0.0120000000000004,8.686,8.674,-0.0199999999999995,8.688,62.575,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3803666666666674,3.3371041905769583,1.2602388888888894,3.2367081714429196,2.6476527777777776,2.1914992757677796,2.3424687499999997,2.233182954873939,0.0074000000000001755,0.3590662564710486,-0.013088888888888508,0.1795512034124521,66.65013888888889,66.2611111111111,9.166266666666667,9.064391666666667,9.16671111111111,9.064794444444445,0.0019999999999989002,0.0,0.0,0.0,0.0,0.8444444444444444,0.8611111111111112,9443,0.0
-0.0120000000000004,8.548,8.536,-0.0199999999999995,8.548,60.575,0.04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6633777777777783,2.448771488035509,0.897091666666667,2.788720432285834,1.409347222222222,2.036037053433172,2.0446458333333335,2.1584479521525646,-0.02009999999999942,0.0007098664895846058,-0.019688888888888017,0.026040791556424737,63.58347222222223,64.26618055555556,8.980344444444444,9.013622222222223,8.979455555555555,9.012725,0.0,-0.0024999999999995026,0.0019999999999988985,0.0,0.0,0.9277777777777778,0.8986111111111111,15220,0.0
-0.0120000000000004,8.276,8.264,-0.0219999999999984,8.278,60.575,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6068333333333338,2.342314329672447,0.9129250000000002,2.8089224647556597,1.858638888888889,2.0809253978286284,1.9054340277777777,2.179253851973949,-0.021122222222221074,0.0009952711612949776,-0.018347222222221196,0.07077820156660866,64.57527777777777,63.9388888888889,8.931755555555554,8.953775,8.932644444444444,8.953766666666667,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9013888888888889,7072,0.0
-0.0120000000000004,9.076,9.062,-0.0199999999999995,9.078,63.45,0.0449999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6959000000000003,2.503815941571655,0.9589361111111112,2.873414150532293,2.1877916666666666,2.0936232038651474,1.9541423611111108,2.197833869016537,-0.02015555555555494,0.0007155277457322508,-0.012788888888888067,0.10455468793532025,64.5201388888889,63.545833333333334,9.129733333333334,9.021480555555556,9.12958888888889,9.021177777777778,0.0,0.0,0.0,0.0,0.0,0.9222222222222223,0.8930555555555556,24707,0.0
-0.0120000000000004,8.35,8.338,-0.0199999999999995,8.35,59.225,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6467777777777781,2.4179926887965486,0.8021000000000003,2.6399943842407985,1.3139444444444441,2.0148032632575363,1.638579861111111,2.1247092426976626,-0.019333333333333154,0.0009454388224446163,-0.01885833333333329,0.007669235725191094,62.18291666666667,62.64750000000001,8.9357,9.011083333333334,8.936300000000001,9.011355555555555,0.0019999999999989002,0.0,0.0,0.0,0.0,0.9277777777777778,0.9097222222222222,8064,0.0
-0.009999999999998,8.752,8.74,-0.0139999999999993,8.756,66.12499999999999,0.0375000000000005,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.484500000000001,3.4511775522569446,1.1082888888888895,3.060852713262668,3.078430555555556,2.0020701058749433,2.2275,2.200612985944526,0.009800000000001401,0.33001358360368876,-0.0006916666666652733,0.23688703066863198,69.35763888888889,66.90572916666666,9.157911111111112,9.118277777777777,9.159511111111112,9.120191666666667,0.0,0.0,0.0019999999999989002,0.0,0.0,0.8333333333333334,0.8791666666666667,11912,0.0
-0.0120000000000004,8.906,8.894,-0.0199999999999995,8.908,62.000000000000014,0.0449999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6335777777777781,2.3872386702572572,0.9297388888888889,2.81695839651029,1.8067083333333331,2.0950818885576745,1.9543368055555552,2.191888888123172,-0.020499999999999165,0.0011935580519963124,-0.011413888888887877,0.21081545318250708,63.648472222222225,63.489444444444445,9.08908888888889,9.00458888888889,9.089377777777777,9.00475,0.0019999999999989002,0.0,-0.001999999999998902,0.0,0.0,0.9277777777777778,0.8944444444444445,15920,0.0
9.584,9.158,-0.0139999999999993,-0.0199999999999995,9.154,58.275000000000006,6.154999999999999,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.28686666666666755,1.6148757926517237,0.8217722222222228,2.68828832592296,0.8881249999999997,1.7324994835624106,1.78925,2.1468154869592224,-0.019611111111110788,0.0008741404243626453,-0.01834166666666663,0.01839180858593154,60.62361111111111,64.23020833333334,8.912288888888888,9.064591666666667,8.912355555555555,9.064663888888889,0.20399999999999885,0.062499999999998224,0.0,0.0,0.0,0.9611111111111111,0.9097222222222222,5296,0.0
8.988,8.558,-0.0159999999999982,-0.0120000000000004,8.558,67.225,5.74,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8319666666666681,2.672915128430746,1.0559583333333344,2.965341786245489,2.0562916666666666,2.1142772593157497,2.15578125,2.1757326126305156,-0.014377777777776846,0.0009639046486221954,-0.008811111111109955,0.15358994914114774,68.045,68.07909722222223,8.892955555555556,9.005772222222221,8.894455555555556,9.007119444444443,0.19399999999999906,0.057500000000000995,0.0019999999999989002,0.0,0.0,0.9,0.8805555555555555,9863,0.0
-0.0120000000000004,8.276,8.264,-0.0199999999999995,8.28,70.10000000000001,3.717500000000001,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.915844444444445,4.417764567577934,3.3174444444444444,4.529245007927431,4.379569444444444,1.0484920946413716,4.473909722222222,1.07729567384751,-0.01841111111111127,0.0010923240186129575,-0.005188888888889113,0.25162445887615514,72.37736111111111,72.20072916666666,9.099044444444445,9.064413888888888,9.100744444444445,9.066094444444444,-0.002000000000002399,0.02000000000000135,-0.001999999999998902,0.0,0.0,0.6833333333333333,0.6375,3233,0.0
-0.0139999999999993,8.174,8.162,-0.0219999999999984,8.174,60.60000000000001,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0554555555555563,2.9340533774068036,1.1615833333333336,3.092478476105939,2.041722222222222,2.2154954912096803,2.288631944444444,2.2327111700656346,-0.017822222222221254,0.030491166508938367,-0.015722222222221534,0.07320070190906545,65.90069444444444,65.5513888888889,8.987922222222222,9.056733333333334,8.987566666666666,9.056455555555555,-0.0019999999999989002,0.0,-0.0019999999999988985,0.0,0.0,0.8722222222222222,0.8694444444444445,2132,0.0
-0.0139999999999993,8.514,8.502,-0.0199999999999995,8.518,62.14999999999999,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9443111111111118,2.9046865681323895,1.0699888888888893,3.0315700738293834,2.3068472222222223,2.1335778459790182,2.053861111111111,2.2218812716730336,-0.01972222222222115,0.016951806660147756,-0.021333333333332087,0.008601193433812888,65.16944444444445,63.72427083333334,9.11761111111111,9.000322222222222,9.117922222222221,9.00091388888889,-0.0019999999999989002,0.0,0.0019999999999988985,0.0,0.0,0.9055555555555556,0.8833333333333333,32758,0.0
-0.009999999999998,9.568,9.556,-0.0199999999999995,9.568,68.475,3.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.5295222222222227,3.488395891144483,1.2588805555555558,3.233523079749987,2.261597222222222,2.3874322033120077,2.355815972222222,2.242768033442225,-0.020077777777777153,0.001125903928589719,-0.02045277777777698,0.0019279059045237486,64.11486111111111,64.8086111111111,9.053011111111111,9.07531388888889,9.053533333333332,9.075952777777777,0.002000000000002399,-0.022499999999999076,0.0,0.0,0.0,0.8277777777777777,0.8597222222222223,4677,0.0
-0.0120000000000004,8.682,8.672,-0.0199999999999995,8.684,62.175,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6314777777777785,2.383010268136825,0.9832083333333335,2.8999929616608,1.8170972222222221,2.1415410796438765,2.016666666666666,2.237677619774808,-0.019177777777777665,0.0011919447483175287,-0.010047222222222256,0.24086504509895693,64.97749999999999,65.00833333333334,9.071844444444444,9.065591666666668,9.073577777777778,9.067083333333333,0.0,0.0,-0.001999999999998902,0.0,0.0,0.9277777777777778,0.8902777777777777,3704,0.0
-0.009999999999998,8.272,8.258,-0.0139999999999993,8.272,63.575,0.0375000000000005,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6550111111111124,2.4079381429823803,1.0943388888888899,3.0284888655076942,1.3047777777777778,1.9862611083552215,1.9986111111111111,2.195963426405845,-0.012188888888887889,0.031057126832168495,-0.0068638888888880815,0.18244189221475274,67.54833333333333,68.66510416666667,8.951155555555555,9.08625,8.95258888888889,9.087613888888889,0.002000000000002399,0.0,0.0,0.0,0.0,0.9277777777777778,0.8805555555555555,11170,0.0
-0.009999999999998,9.024,9.012,-0.0199999999999995,9.024,70.125,3.785,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.8900555555555567,3.7994806021420997,1.887122222222223,3.7877082757603917,3.34775,1.9694215485857827,3.001947916666666,2.1877006323400074,-0.019644444444444083,0.0009950840392731867,-0.008374999999999824,0.22423201881410357,69.34194444444445,67.39888888888889,9.113222222222221,9.045808333333333,9.112111111111112,9.045113888888888,0.0,0.09250000000000114,0.0,0.0,0.0,0.7944444444444444,0.7944444444444444,23131,0.0
-0.009999999999998,9.406,9.396,-0.0180000000000006,9.406,67.825,3.8375,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3950333333333345,3.384239703034213,1.0286444444444456,2.9577758335874655,2.4909166666666662,2.303640365066638,2.0821319444444444,2.2357786740878467,-0.01708888888888839,0.0010209474873295009,-0.008405555555554308,0.1810162072433931,66.75652777777779,66.78256944444443,9.105033333333333,9.065636111111113,9.1055,9.066738888888889,0.0,-0.08749999999999902,0.0,0.0,0.0,0.85,0.8875,13479,0.0
-0.009999999999998,8.556,8.544,-0.0180000000000006,8.56,61.94999999999999,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3632666666666673,3.3766982445329927,1.1641472222222227,3.1415595633573545,2.5846666666666667,2.2046508800246394,2.2994618055555556,2.226644736038393,-0.019955555555555036,0.0010560927561356773,-0.020341666666665884,0.004772421640884347,66.85916666666667,65.58767361111111,9.1599,9.055,9.160488888888889,9.055172222222222,0.0,0.004999999999999005,0.0,0.0,0.0,0.8555555555555555,0.8708333333333333,9028,0.0
-0.0120000000000004,9.566,9.55,-0.0199999999999995,9.564,65.85000000000001,3.8000000000000007,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.255077777777778,3.230267051338392,0.9494416666666667,2.8595944788595213,2.2587777777777776,2.266872637905925,1.868798611111111,2.1935189015565064,-0.019666666666666246,0.0012236039074243485,-0.01943611111111091,0.0010382537847859526,63.01375,62.731562499999995,9.09828888888889,9.026769444444446,9.098277777777778,9.026969444444443,0.0,0.11750000000000149,0.0,0.0,0.0,0.8611111111111112,0.8930555555555556,8513,0.0
-0.0219999999999984,10.076,10.074,-0.0199999999999995,10.074,71.35000000000001,3.7375000000000007,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.3167000000000004,3.284962375573564,1.1247194444444448,3.0629766879627045,1.794208333333333,2.3008452793811784,2.0229722222222217,2.230923656434696,-0.020099999999999403,0.0009037475283909348,-0.01423611111111018,0.17133725804960206,63.33111111111111,64.871875,8.914577777777776,8.980227777777777,8.914422222222223,8.980233333333333,0.0060000000000002,-0.03999999999999915,0.0,0.0,0.0,0.8555555555555555,0.8763888888888889,26034,0.0
-0.0120000000000004,8.708,8.696,-0.0199999999999995,8.708,66.85000000000001,0.0424999999999995,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.8247888888888895,2.7145807211226436,1.2863527777777781,3.244234385616217,2.291333333333333,2.1113558585545436,2.38909375,2.241176181035045,-0.014977777777777115,0.07038298705199363,-0.018802777777777214,0.03519538143034241,65.93319444444445,66.00170138888889,9.124933333333333,8.988280555555555,9.124522222222222,8.987936111111111,0.0,0.0,0.0019999999999988985,0.0,0.0,0.9111111111111111,0.8555555555555555,2689,0.0
